year.key,league.key,team.key,park.key,span.first,span.last,games,openings,attendance
1941,NL,BSN,BOS08,1941-04-18,1941-09-28,76,61,326164
1941,AL,CHA,CHI10,1941-04-18,1941-09-24,79,66,681152
1941,NL,CHN,CHI11,1941-04-15,1941-09-28,77,67,607031
1941,NL,CIN,CIN07,1941-04-15,1941-09-25,79,69,654405
1941,AL,CLE,CLE06,1941-04-16,1941-09-22,45,44,258500
1941,AL,CLE,CLE07,1941-04-15,1941-09-01,32,23,631032
1941,AL,DET,DET04,1941-04-18,1941-09-28,77,65,711870
1941,NL,NY1,NYC14,1941-04-18,1941-09-22,78,60,851131
1941,AL,NYA,NYC16,1941-04-15,1941-09-28,78,68,1109081
1941,AL,PHA,PHI11,1941-04-18,1941-09-28,77,64,658331
1941,NL,PHI,PHI11,1941-04-15,1941-09-25,76,59,294143
1941,NL,PIT,PIT06,1941-04-18,1941-09-28,78,66,527628
1941,AL,SLA,STL07,1941-04-16,1941-09-28,79,62,193684
1941,NL,SLN,STL07,1941-04-18,1941-09-21,79,65,640872
1941,AL,WS1,WAS09,1941-04-14,1941-09-24,78,71,513450
1942,AL,BOS,BOS07,1942-04-14,1942-09-27,77,61,781395
1942,NL,BRO,NYC15,1942-04-17,1942-09-25,79,67,1133606
1942,NL,BSN,BOS08,1942-04-17,1942-09-19,71,55,351577
1942,AL,CHA,CHI10,1942-04-14,1942-09-17,70,59,482865
1942,NL,CHN,CHI11,1942-04-17,1942-09-22,78,61,695335
1942,NL,CIN,CIN07,1942-04-14,1942-09-27,77,62,471059
1942,AL,CLE,CLE06,1942-04-20,1942-09-27,34,31,122659
1942,AL,CLE,CLE07,1942-04-17,1942-09-13,46,32,415583
1942,AL,DET,DET04,1942-04-14,1942-09-22,77,63,638557
1942,NL,NY1,NYC14,1942-04-14,1942-09-26,79,61,863786
1942,AL,NYA,NYC16,1942-04-17,1942-09-23,77,63,1094044
1942,AL,PHA,PHI11,1942-04-17,1942-09-20,76,57,546142
1942,NL,PHI,PHI11,1942-04-14,1942-09-27,74,58,278211
1942,NL,PIT,PIT06,1942-04-17,1942-09-20,77,63,512584
1942,AL,SLA,STL07,1942-04-17,1942-09-20,77,62,285899
1942,NL,SLN,STL07,1942-04-14,1942-09-27,78,62,581110
1942,AL,WS1,WAS09,1942-04-14,1942-09-08,77,60,529320
1943,AL,BOS,BOS07,1943-04-27,1943-10-03,77,55,396937
1943,NL,BRO,NYC15,1943-04-22,1943-09-12,77,64,785070
1943,NL,BSN,BOS08,1943-04-24,1943-09-19,77,56,319543
1943,AL,CHA,CHI10,1943-04-27,1943-09-19,76,55,542469
1943,NL,CHN,CHI11,1943-04-21,1943-10-03,75,60,568201
1943,NL,CIN,CIN07,1943-04-21,1943-10-03,78,62,422320
1943,AL,CLE,CLE06,1943-04-22,1943-09-18,29,26,95564
1943,AL,CLE,CLE07,1943-04-21,1943-09-19,48,32,427208
1943,AL,DET,DET04,1943-04-28,1943-09-12,78,60,635380
1943,NL,NY1,NYC14,1943-04-27,1943-09-19,77,53,542842
1943,AL,NYA,NYC16,1943-04-22,1943-10-03,77,60,733485
1943,AL,PHA,PHI11,1943-04-22,1943-10-03,79,60,487148
1943,NL,PHI,PHI11,1943-04-27,1943-09-15,78,54,553421
1943,NL,PIT,PIT06,1943-04-27,1943-10-03,78,61,581203
1943,AL,SLA,STL07,1943-04-21,1943-09-15,77,60,244767
1943,NL,SLN,STL07,1943-04-27,1943-10-03,81,65,544461
1943,AL,WS1,WAS09,1943-04-20,1943-10-03,76,59,718902
1944,AL,BOS,BOS07,1944-04-18,1944-09-10,78,62,541118
1944,NL,BRO,NYC15,1944-04-21,1944-10-01,77,63,701067
1944,NL,BSN,BOS08,1944-04-22,1944-10-01,78,56,247731
1944,AL,CHA,CHI10,1944-04-19,1944-10-01,77,60,597433
1944,NL,CHN,CHI11,1944-04-21,1944-09-17,78,58,685287
1944,NL,CIN,CIN07,1944-04-18,1944-09-10,78,62,437582
1944,AL,CLE,CLE06,1944-05-01,1944-09-30,35,33,127314
1944,AL,CLE,CLE07,1944-04-21,1944-10-01,43,29,447089
1944,AL,DET,DET04,1944-04-18,1944-10-01,78,64,930349
1944,NL,NY1,NYC14,1944-04-18,1944-10-01,75,59,771593
1944,AL,NYA,NYC16,1944-04-22,1944-09-17,78,62,901543
1944,AL,PHA,PHI11,1944-04-22,1944-08-30,76,59,666357
1944,NL,PHI,PHI11,1944-04-18,1944-10-01,79,55,474131
1944,NL,PIT,PIT06,1944-04-21,1944-09-17,81,64,657300
1944,AL,SLA,STL07,1944-04-21,1944-10-01,77,64,571939
1944,NL,SLN,STL07,1944-04-18,1944-09-13,77,61,534539
1944,AL,WS1,WAS09,1944-04-18,1944-09-17,77,63,661889
1945,AL,BOS,BOS07,1945-04-20,1945-09-23,78,62,623085
1945,NL,BRO,NYC15,1945-04-17,1945-09-23,78,65,1067097
1945,NL,BSN,BOS08,1945-04-17,1945-09-30,75,54,406024
1945,AL,CHA,CHI10,1945-04-20,1945-09-02,74,54,660579
1945,NL,CHN,CHI11,1945-04-17,1945-09-26,76,60,1070324
1945,NL,CIN,CIN07,1945-04-17,1945-09-30,77,55,294787
1945,AL,CLE,CLE06,1945-04-19,1945-09-22,31,28,116588
1945,AL,CLE,CLE07,1945-04-17,1945-09-23,46,29,497733
1945,AL,DET,DET04,1945-04-20,1945-09-26,76,60,1294291
1945,NL,NY1,NYC14,1945-04-20,1945-09-26,78,60,1069222
1945,AL,NYA,NYC16,1945-04-17,1945-09-30,76,60,1098137
1945,AL,PHA,PHI11,1945-04-17,1945-09-23,77,56,560890
1945,NL,PHI,PHI11,1945-04-20,1945-09-30,77,53,309705
1945,NL,PIT,PIT06,1945-04-20,1945-09-30,79,59,623462
1945,AL,SLA,STL07,1945-04-17,1945-09-30,76,59,529020
1945,NL,SLN,STL07,1945-04-21,1945-09-23,78,59,599697
1945,AL,WS1,WAS09,1945-04-20,1945-09-18,78,53,735797
1946,AL,BOS,BOS07,1946-04-20,1946-09-29,78,62,1412141
1946,NL,BRO,NYC15,1946-04-18,1946-10-03,79,75,1820559
1946,NL,BSN,BOS07,1946-04-28,1946-04-28,2,1,20735
1946,NL,BSN,BOS08,1946-04-16,1946-09-22,75,59,969590
1946,AL,CHA,CHI10,1946-04-16,1946-09-29,79,62,993687
1946,NL,CHN,CHI11,1946-04-20,1946-09-26,77,67,1401213
1946,NL,CIN,CIN07,1946-04-16,1946-09-29,77,62,711835
1946,AL,CLE,CLE06,1946-04-25,1946-09-21,36,32,178895
1946,AL,CLE,CLE07,1946-04-20,1946-09-25,41,30,875931
1946,AL,DET,DET04,1946-04-16,1946-09-29,79,72,1722883
1946,NL,NY1,NYC14,1946-04-16,1946-09-29,77,59,1230152
1946,AL,NYA,NYC16,1946-04-19,1946-09-23,77,65,2277393
1946,AL,PHA,PHI11,1946-04-16,1946-09-29,78,64,713174
1946,NL,PHI,PHI11,1946-04-20,1946-09-22,78,57,1056665
1946,NL,PIT,PIT06,1946-04-20,1946-09-22,78,64,761362
1946,AL,SLA,STL07,1946-04-20,1946-09-22,77,61,544492
1946,NL,SLN,STL07,1946-04-16,1946-10-01,78,65,1060622
1946,AL,WS1,WAS09,1946-04-16,1946-09-22,76,63,1043773
1947,AL,BOS,BOS07,1947-04-15,1947-09-23,81,66,1427061
1947,NL,BRO,NYC15,1947-04-15,1947-09-24,78,72,1854210
1947,NL,BSN,BOS08,1947-04-18,1947-09-28,77,67,1258995
1947,AL,CHA,CHI10,1947-04-18,1947-09-24,75,58,890506
1947,NL,CHN,CHI11,1947-04-15,1947-09-28,79,70,1379605
1947,NL,CIN,CIN07,1947-04-15,1947-09-24,77,63,911156
1947,AL,CLE,CLE07,1947-04-15,1947-09-28,78,60,1518940
1947,AL,DET,DET04,1947-04-18,1947-09-22,80,61,1369556
1947,NL,NY1,NYC14,1947-04-18,1947-09-21,76,61,1606259
1947,AL,NYA,NYC16,1947-04-15,1947-09-28,77,66,2201910
1947,AL,PHA,PHI11,1947-04-18,1947-09-21,78,64,948300
1947,NL,PHI,PHI11,1947-04-15,1947-09-28,77,60,910928
1947,NL,PIT,PIT06,1947-04-18,1947-09-28,79,65,1311364
1947,AL,SLA,STL07,1947-04-15,1947-09-28,77,63,334646
1947,NL,SLN,STL07,1947-04-18,1947-09-22,77,70,1231625
1947,AL,WS1,WAS09,1947-04-18,1947-09-28,77,68,865105
1948,AL,BOS,BOS07,1948-04-19,1948-10-04,78,69,1552246
1948,NL,BRO,NYC15,1948-04-23,1948-10-03,78,73,1410226
1948,NL,BSN,BOS08,1948-04-23,1948-09-26,76,68,1447528
1948,AL,CHA,CHI10,1948-04-20,1948-10-03,76,60,790747
1948,NL,CHN,CHI11,1948-04-23,1948-09-30,78,68,1248661
1948,NL,CIN,CIN07,1948-04-19,1948-10-03,77,63,833358
1948,AL,CLE,CLE07,1948-04-20,1948-10-03,79,66,2659900
1948,AL,DET,DET04,1948-04-23,1948-09-30,77,71,1743404
1948,NL,NY1,NYC14,1948-04-20,1948-10-03,77,66,1460225
1948,AL,NYA,NYC16,1948-04-23,1948-09-26,77,63,2411195
1948,AL,PHA,PHI11,1948-04-23,1948-10-03,77,63,936605
1948,NL,PHI,PHI11,1948-04-20,1948-09-26,76,63,805385
1948,NL,PIT,PIT06,1948-04-20,1948-09-26,80,63,1494235
1948,AL,SLA,STL07,1948-04-24,1948-09-26,76,66,351107
1948,NL,SLN,STL07,1948-04-20,1948-10-03,77,68,1111590
1948,AL,WS1,WAS09,1948-04-19,1948-09-12,78,67,807697
1949,AL,BOS,BOS07,1949-04-22,1949-09-25,77,73,1595952
1949,NL,BRO,NYC15,1949-04-19,1949-09-25,78,77,1629120
1949,NL,BSN,BOS08,1949-04-18,1949-10-02,77,67,1083470
1949,AL,CHA,CHI10,1949-04-22,1949-09-29,77,63,938362
1949,NL,CHN,CHI11,1949-04-19,1949-10-02,77,69,1143765
1949,NL,CIN,CIN07,1949-04-19,1949-09-27,78,62,711098
1949,AL,CLE,CLE07,1949-04-22,1949-09-25,77,64,2324592
1949,AL,DET,DET04,1949-04-19,1949-10-02,78,72,1828143
1949,NL,NY1,NYC14,1949-04-22,1949-09-25,79,69,1221470
1949,AL,NYA,NYC16,1949-04-19,1949-10-02,78,68,2321342
1949,AL,PHA,PHI11,1949-04-19,1949-09-25,77,61,805598
1949,NL,PHI,PHI11,1949-04-23,1949-10-02,77,66,820905
1949,NL,PIT,PIT06,1949-04-22,1949-10-02,77,69,1447122
1949,AL,SLA,STL07,1949-04-19,1949-10-02,77,61,300880
1949,NL,SLN,STL07,1949-04-22,1949-09-25,79,75,1430697
1949,AL,WS1,WAS09,1949-04-18,1949-10-02,77,70,767008
1950,AL,BOS,BOS07,1950-04-18,1950-10-01,77,67,1344177
1950,NL,BRO,NYC15,1950-04-21,1950-10-01,78,71,1193190
1950,NL,BSN,BOS08,1950-04-21,1950-09-26,79,69,937798
1950,AL,CHA,CHI10,1950-04-18,1950-10-01,79,64,782129
1950,NL,CHN,CHI11,1950-04-21,1950-09-27,78,64,1149220
1950,NL,CIN,CIN07,1950-04-18,1950-10-01,76,58,542506
1950,AL,CLE,CLE07,1950-04-18,1950-09-27,77,65,1732464
1950,AL,DET,DET04,1950-04-21,1950-10-01,81,75,1958473
1950,NL,NY1,NYC14,1950-04-18,1950-10-01,76,61,1014908
1950,AL,NYA,NYC16,1950-04-21,1950-09-26,77,66,2064773
1950,AL,PHA,PHI11,1950-04-21,1950-10-01,77,59,323395
1950,NL,PHI,PHI11,1950-04-18,1950-09-24,78,64,1206813
1950,NL,PIT,PIT06,1950-04-21,1950-09-24,77,68,1167464
1950,AL,SLA,STL07,1950-04-22,1950-09-24,74,60,299641
1950,NL,SLN,STL07,1950-04-18,1950-10-01,76,72,1095141
1950,AL,WS1,WAS09,1950-04-18,1950-09-24,78,65,695267
1951,AL,BOS,BOS07,1951-04-20,1951-09-23,75,65,1311663
1951,NL,BRO,NYC15,1951-04-17,1951-10-01,78,69,1331080
1951,NL,BSN,BOS08,1951-04-17,1951-09-30,78,64,485575
1951,AL,CHA,CHI10,1951-04-20,1951-09-25,78,62,1328381
1951,NL,CHN,CHI11,1951-04-17,1951-09-30,77,66,893393
1951,NL,CIN,CIN07,1951-04-16,1951-09-25,77,63,586267
1951,AL,CLE,CLE07,1951-04-20,1951-09-30,77,66,1687878
1951,AL,DET,DET04,1951-04-17,1951-09-23,77,68,1127226
1951,NL,NY1,NYC14,1951-04-20,1951-10-03,78,67,1144114
1951,AL,NYA,NYC16,1951-04-17,1951-09-30,78,67,1947099
1951,AL,PHA,PHI11,1951-04-17,1951-09-23,79,60,462250
1951,NL,PHI,PHI11,1951-04-20,1951-09-30,77,67,944204
1951,NL,PIT,PIT06,1951-04-17,1951-09-30,78,66,988441
1951,AL,SLA,STL07,1951-04-17,1951-09-30,77,62,314181
1951,NL,SLN,STL07,1951-04-20,1951-09-23,79,75,1013456
1951,AL,WS1,WAS09,1951-04-20,1951-09-30,76,66,673169
1952,AL,BOS,BOS07,1952-04-18,1952-09-28,77,69,1115741
1952,NL,BRO,NYC15,1952-04-18,1952-09-28,80,70,1094176
1952,NL,BSN,BOS08,1952-04-15,1952-09-21,77,60,281558
1952,AL,CHA,CHI10,1952-04-15,1952-09-28,79,62,1257783
1952,NL,CHN,CHI11,1952-04-18,1952-09-21,77,66,1030567
1952,NL,CIN,CIN07,1952-04-15,1952-09-28,77,64,609370
1952,AL,CLE,CLE07,1952-04-18,1952-09-24,77,65,1480340
1952,AL,DET,DET04,1952-04-15,1952-09-28,77,68,1026966
1952,NL,NY1,NYC14,1952-04-16,1952-09-28,77,66,986544
1952,AL,NYA,NYC16,1952-04-18,1952-09-21,77,67,1593499
1952,AL,PHA,PHI11,1952-04-16,1952-09-28,78,63,631416
1952,NL,PHI,PHI11,1952-04-18,1952-09-21,76,59,756453
1952,NL,PIT,PIT06,1952-04-18,1952-09-21,77,67,686671
1952,AL,SLA,STL07,1952-04-18,1952-09-21,78,67,521046
1952,NL,SLN,STL07,1952-04-15,1952-09-28,77,73,913422
1952,AL,WS1,WAS09,1952-04-15,1952-09-21,78,62,699349
1953,AL,BOS,BOS07,1953-04-20,1953-09-20,76,66,1026914
1953,NL,BRO,NYC15,1953-04-14,1953-09-22,78,67,1158212
1953,AL,CHA,CHI10,1953-04-16,1953-09-23,78,63,1209553
1953,NL,CHN,CHI11,1953-04-14,1953-09-27,77,64,767693
1953,NL,CIN,CIN07,1953-04-13,1953-09-27,78,63,548264
1953,AL,CLE,CLE07,1953-04-14,1953-09-27,78,64,1074297
1953,AL,DET,DET04,1953-04-16,1953-09-22,79,67,884659
1953,NL,ML1,MIL05,1953-04-14,1953-09-20,79,64,1837305
1953,NL,NY1,NYC14,1953-04-17,1953-09-20,77,62,811566
1953,AL,NYA,NYC16,1953-04-14,1953-09-27,77,72,1539078
1953,AL,PHA,PHI11,1953-04-16,1953-09-20,78,62,368114
1953,NL,PHI,PHI11,1953-04-14,1953-09-27,78,63,853556
1953,NL,PIT,PIT06,1953-04-16,1953-09-27,77,65,557697
1953,AL,SLA,STL07,1953-04-14,1953-09-27,77,62,308678
1953,NL,SLN,STL07,1953-04-16,1953-09-23,78,74,872727
1953,AL,WS1,WAS09,1953-04-16,1953-09-27,75,67,596895
1954,AL,BAL,BAL11,1954-04-15,1954-09-25,77,67,1060910
1954,AL,BOS,BOS07,1954-04-15,1954-09-26,79,66,932293
1954,NL,BRO,NYC15,1954-04-15,1954-09-26,77,70,1019780
1954,AL,CHA,CHI10,1954-04-13,1954-09-19,78,65,1230629
1954,NL,CHN,CHI11,1954-04-15,1954-09-26,77,59,746071
1954,NL,CIN,CIN07,1954-04-13,1954-09-19,77,65,713296
1954,AL,CLE,CLE07,1954-04-15,1954-09-26,77,67,1335512
1954,AL,DET,DET04,1954-04-13,1954-09-19,77,72,1080540
1954,NL,ML1,MIL05,1954-04-15,1954-09-26,77,69,2126698
1954,NL,NY1,NYC14,1954-04-13,1954-09-18,76,68,1155327
1954,AL,NYA,NYC16,1954-04-15,1954-09-26,78,67,1475051
1954,AL,PHA,PHI11,1954-04-13,1954-09-19,77,60,305526
1954,NL,PHI,PHI11,1954-04-15,1954-09-26,78,65,739011
1954,NL,PIT,PIT06,1954-04-13,1954-09-19,77,62,475154
1954,NL,SLN,STL07,1954-04-13,1954-09-19,77,72,1035858
1954,AL,WS1,WAS09,1954-04-13,1954-09-19,78,71,504714
1955,AL,BAL,BAL11,1955-04-12,1955-09-18,79,62,859200
1955,AL,BOS,BOS07,1955-04-14,1955-09-25,78,67,1202885
1955,NL,BRO,NYC15,1955-04-13,1955-09-20,77,66,1031271
1955,AL,CHA,CHI10,1955-04-14,1955-09-25,77,61,1173684
1955,NL,CHN,CHI11,1955-04-12,1955-09-18,77,64,858821
1955,NL,CIN,CIN07,1955-04-11,1955-09-25,77,65,704164
1955,AL,CLE,CLE07,1955-04-12,1955-09-18,77,66,1221786
1955,AL,DET,DET04,1955-04-14,1955-09-25,77,67,1178828
1955,AL,KC1,KAN05,1955-04-12,1955-09-18,76,69,1388453
1955,NL,ML1,MIL05,1955-04-12,1955-09-18,77,70,1970282
1955,NL,NY1,NYC14,1955-04-14,1955-09-25,79,65,825202
1955,AL,NYA,NYC16,1955-04-13,1955-09-18,77,67,1497077
1955,NL,PHI,PHI11,1955-04-13,1955-09-18,77,64,906092
1955,NL,PIT,PIT06,1955-04-14,1955-09-25,75,62,467333
1955,NL,SLN,STL07,1955-04-14,1955-09-25,77,74,846362
1955,AL,WS1,WAS09,1955-04-11,1955-09-25,77,61,422001
1956,AL,BAL,BAL11,1956-04-20,1956-09-26,77,66,897473
1956,AL,BOS,BOS07,1956-04-17,1956-09-26,78,71,1137658
1956,NL,BRO,JER02,1956-04-19,1956-08-15,7,7,148371
1956,NL,BRO,NYC15,1956-04-17,1956-09-30,70,60,1062442
1956,AL,CHA,CHI10,1956-04-17,1956-09-23,77,62,1000926
1956,NL,CHN,CHI11,1956-04-20,1956-09-30,80,62,721083
1956,NL,CIN,CIN07,1956-04-17,1956-09-25,77,68,1124076
1956,AL,CLE,CLE07,1956-04-20,1956-09-30,77,65,851948
1956,AL,DET,DET04,1956-04-17,1956-09-26,78,70,1038560
1956,AL,KC1,KAN05,1956-04-20,1956-09-30,77,76,1011285
1956,NL,ML1,MIL05,1956-04-17,1956-09-23,77,68,2052219
1956,NL,NY1,NYC14,1956-04-17,1956-09-25,77,63,629275
1956,AL,NYA,NYC16,1956-04-20,1956-09-30,77,65,1491694
1956,NL,PHI,PHI11,1956-04-20,1956-09-30,77,61,934798
1956,NL,PIT,PIT06,1956-04-20,1956-09-24,78,66,959828
1956,NL,SLN,STL07,1956-04-20,1956-09-30,78,65,1028902
1956,AL,WS1,WAS09,1956-04-17,1956-09-30,77,66,446801
1957,AL,BAL,BAL11,1957-04-16,1957-09-22,77,67,1029581
1957,AL,BOS,BOS07,1957-04-18,1957-09-29,77,70,1181184
1957,NL,BRO,JER02,1957-04-22,1957-09-03,8,8,127390
1957,NL,BRO,NYC15,1957-04-18,1957-09-24,69,59,897691
1957,AL,CHA,CHI10,1957-04-18,1957-09-29,77,67,1148614
1957,NL,CHN,CHI11,1957-04-16,1957-09-22,78,61,669879
1957,NL,CIN,CIN07,1957-04-16,1957-09-25,77,69,1070830
1957,AL,CLE,CLE07,1957-04-16,1957-09-23,77,64,722256
1957,AL,DET,DET04,1957-04-18,1957-09-29,77,73,1272386
1957,AL,KC1,KAN05,1957-04-16,1957-09-26,77,72,900127
1957,NL,ML1,MIL05,1957-04-18,1957-09-29,78,73,2215041
1957,NL,NY1,NYC14,1957-04-18,1957-09-29,77,68,683823
1957,AL,NYA,NYC16,1957-04-16,1957-09-25,77,66,1502882
1957,NL,PHI,PHI11,1957-04-16,1957-09-29,78,66,1147640
1957,NL,PIT,PIT06,1957-04-16,1957-09-22,77,65,850732
1957,NL,SLN,STL07,1957-04-18,1957-09-29,77,68,1183205
1957,AL,WS1,WAS09,1957-04-15,1957-09-29,77,70,470437
1958,AL,BAL,BAL11,1958-04-15,1958-09-24,78,67,825765
1958,AL,BOS,BOS07,1958-04-15,1958-09-24,77,70,1083850
1958,AL,CHA,CHI10,1958-04-15,1958-09-28,77,69,797566
1958,NL,CHN,CHI11,1958-04-18,1958-09-21,77,67,993992
1958,NL,CIN,CIN07,1958-04-15,1958-09-21,77,65,778052
1958,AL,CLE,CLE07,1958-04-15,1958-09-28,76,64,668247
1958,AL,DET,DET04,1958-04-18,1958-09-21,77,70,1086484
1958,AL,KC1,KAN05,1958-04-18,1958-09-24,78,75,919937
1958,NL,LAN,LOS01,1958-04-18,1958-09-27,77,70,1804218
1958,NL,ML1,MIL05,1958-04-15,1958-09-28,77,71,1971015
1958,AL,NYA,NYC16,1958-04-18,1958-09-28,78,63,1396281
1958,NL,PHI,PHI11,1958-04-18,1958-09-22,77,66,931510
1958,NL,PIT,PIT06,1958-04-18,1958-09-28,77,65,1310565
1958,NL,SFN,SFO01,1958-04-15,1958-09-28,77,75,1272857
1958,NL,SLN,STL07,1958-04-15,1958-09-21,77,68,1073824
1958,AL,WS1,WAS09,1958-04-14,1958-09-28,78,66,477342
1959,AL,BAL,BAL11,1959-04-14,1959-09-16,78,64,892196
1959,AL,BOS,BOS07,1959-04-14,1959-09-27,77,73,990103
1959,AL,CHA,CHI10,1959-04-14,1959-09-20,78,68,1422862
1959,NL,CHN,CHI11,1959-04-11,1959-09-27,77,71,845249
1959,NL,CIN,CIN07,1959-04-09,1959-09-27,77,70,801299
1959,AL,CLE,CLE07,1959-04-14,1959-09-27,77,63,1499139
1959,AL,DET,DET04,1959-04-10,1959-09-27,77,74,1221491
1959,AL,KC1,KAN05,1959-04-10,1959-09-20,77,74,968724
1959,NL,LAN,LOS01,1959-04-14,1959-09-29,78,74,2119483
1959,NL,ML1,MIL05,1959-04-14,1959-09-28,79,72,1739724
1959,AL,NYA,NYC16,1959-04-12,1959-09-27,77,66,1656010
1959,NL,PHI,PHI11,1959-04-10,1959-09-22,78,61,799815
1959,NL,PIT,PIT06,1959-04-10,1959-09-23,77,67,1358857
1959,NL,SFN,SFO01,1959-04-14,1959-09-20,77,77,1421630
1959,NL,SLN,STL07,1959-04-10,1959-09-27,77,69,929953
1959,AL,WS1,WAS09,1959-04-09,1959-09-23,77,68,615890
1960,AL,BAL,BAL11,1960-04-19,1960-09-21,77,71,1187095
1960,AL,BOS,BOS07,1960-04-19,1960-09-28,77,66,1129765
1960,AL,CHA,CHI10,1960-04-19,1960-10-02,77,65,1644460
1960,NL,CHN,CHI11,1960-04-22,1960-09-25,79,69,810675
1960,NL,CIN,CIN07,1960-04-12,1960-09-25,77,68,665345
1960,AL,CLE,CLE07,1960-04-19,1960-09-25,77,65,973778
1960,AL,DET,DET04,1960-04-22,1960-09-25,77,65,1156343
1960,AL,KC1,KAN05,1960-04-22,1960-10-02,78,75,776734
1960,NL,LAN,LOS01,1960-04-12,1960-10-02,77,75,2268988
1960,NL,ML1,MIL05,1960-04-12,1960-09-25,77,71,1498859
1960,AL,NYA,NYC16,1960-04-22,1960-10-02,77,64,1661894
1960,NL,PHI,PHI11,1960-04-14,1960-10-02,77,64,861634
1960,NL,PIT,PIT06,1960-04-14,1960-10-02,78,69,1707089
1960,NL,SFN,SFO02,1960-04-12,1960-10-02,77,76,1796356
1960,NL,SLN,STL07,1960-04-19,1960-09-21,77,70,1096272
1960,AL,WS1,WAS09,1960-04-18,1960-10-02,77,72,743481
1961,AL,BAL,BAL11,1961-04-11,1961-09-30,82,70,960819
1961,AL,BOS,BOS07,1961-04-11,1961-09-27,82,71,850856
1961,AL,CHA,CHI10,1961-04-19,1961-09-24,81,66,1162030
1961,NL,CHN,CHI11,1961-04-14,1961-10-01,78,66,673006
1961,NL,CIN,CIN07,1961-04-11,1961-09-24,77,68,1123147
1961,AL,CLE,CLE07,1961-04-19,1961-09-20,81,64,736120
1961,AL,DET,DET04,1961-04-11,1961-09-20,82,67,1597608
1961,AL,KC1,KAN05,1961-04-21,1961-10-01,80,72,680382
1961,AL,LAA,LOS02,1961-04-27,1961-10-01,82,75,604422
1961,NL,LAN,LOS01,1961-04-11,1961-09-20,77,75,1804865
1961,AL,MIN,MIN02,1961-04-21,1961-10-01,81,75,1256722
1961,NL,ML1,MIL05,1961-04-11,1961-10-01,77,70,1101441
1961,AL,NYA,NYC16,1961-04-11,1961-10-01,81,66,1747726
1961,NL,PHI,PHI11,1961-04-20,1961-10-01,78,67,589994
1961,NL,PIT,PIT06,1961-04-18,1961-10-01,77,70,1199198
1961,NL,SFN,SFO02,1961-04-11,1961-09-20,77,74,1391251
1961,NL,SLN,STL07,1961-04-14,1961-09-24,78,70,856025
1961,AL,WS2,WAS09,1961-04-10,1961-09-21,79,69,597597
1962,AL,BAL,BAL11,1962-04-14,1962-09-26,82,72,795590
1962,AL,BOS,BOS07,1962-04-10,1962-09-30,79,72,723710
1962,AL,CHA,CHI10,1962-04-10,1962-09-23,81,68,1131562
1962,NL,CHN,CHI11,1962-04-13,1962-09-30,81,75,593068
1962,NL,CIN,CIN07,1962-04-09,1962-09-30,81,72,981890
1962,AL,CLE,CLE07,1962-04-13,1962-09-30,81,63,753256
1962,AL,DET,DET04,1962-04-13,1962-09-30,82,72,1207581
1962,NL,HOU,HOU01,1962-04-10,1962-09-23,82,76,926686
1962,AL,KC1,KAN05,1962-04-10,1962-09-23,81,74,635224
1962,AL,LAA,LOS03,1962-04-17,1962-09-23,81,75,1135590
1962,NL,LAN,LOS03,1962-04-10,1962-10-03,83,78,2782526
1962,AL,MIN,MIN02,1962-04-14,1962-09-30,82,76,1435640
1962,NL,ML1,MIL05,1962-04-18,1962-09-30,81,74,760053
1962,AL,NYA,NYC16,1962-04-10,1962-09-30,80,66,1606325
1962,NL,NYN,NYC14,1962-04-13,1962-09-23,80,63,925807
1962,NL,PHI,PHI11,1962-04-13,1962-09-23,80,66,762169
1962,NL,PIT,PIT06,1962-04-10,1962-09-23,81,74,1071114
1962,NL,SFN,SFO02,1962-04-10,1962-10-01,82,77,1590136
1962,NL,SLN,STL07,1962-04-11,1962-09-23,81,71,953885
1962,AL,WS2,WAS10,1962-04-09,1962-09-22,80,67,729741
1963,AL,BAL,BAL11,1963-04-10,1963-09-29,81,72,778365
1963,AL,BOS,BOS07,1963-04-16,1963-09-28,80,70,942729
1963,AL,CHA,CHI10,1963-04-16,1963-09-29,82,64,1143896
1963,NL,CHN,CHI11,1963-04-09,1963-09-25,81,77,979555
1963,NL,CIN,CIN07,1963-04-08,1963-09-22,81,71,858708
1963,AL,CLE,CLE07,1963-04-11,1963-09-24,81,64,597156
1963,AL,DET,DET04,1963-04-09,1963-09-25,81,71,818762
1963,NL,HOU,HOU01,1963-04-09,1963-09-29,81,78,719502
1963,AL,KC1,KAN05,1963-04-09,1963-09-29,81,77,751929
1963,AL,LAA,LOS03,1963-04-09,1963-09-19,81,74,825409
1963,NL,LAN,LOS03,1963-04-16,1963-09-29,81,76,2538659
1963,AL,MIN,MIN02,1963-04-09,1963-09-19,81,76,1408627
1963,NL,ML1,MIL05,1963-04-11,1963-09-29,82,78,779552
1963,AL,NYA,NYC16,1963-04-11,1963-09-28,80,68,1460537
1963,NL,NYN,NYC14,1963-04-09,1963-09-18,81,69,1077322
1963,NL,PHI,PHI11,1963-04-09,1963-09-15,81,68,908149
1963,NL,PIT,PIT06,1963-04-09,1963-09-18,81,70,783735
1963,NL,SFN,SFO02,1963-04-16,1963-09-29,81,76,1570924
1963,NL,SLN,STL07,1963-04-13,1963-09-29,81,73,1169364
1963,AL,WS2,WAS10,1963-04-08,1963-09-18,80,68,543631
